4.510711 0.661583 -2.861418 
4.509296 0.661846 -2.861389 
4.507732 0.662147 -2.861317 
4.506097 0.662486 -2.861225 
4.504471 0.662859 -2.861141 
4.502937 0.663264 -2.861095 
4.501570 0.663695 -2.861113 
4.500433 0.664147 -2.861219 
4.499575 0.664615 -2.861432 
4.499025 0.665091 -2.861763 
4.498793 0.665568 -2.862218 
4.498867 0.666040 -2.862795 
4.499217 0.666500 -2.863482 
4.499796 0.666941 -2.864263 
4.500546 0.667357 -2.865114 
4.501399 0.667741 -2.866006 
4.502287 0.668090 -2.866908 
4.503143 0.668397 -2.867784 
4.503906 0.668659 -2.868601 
4.504530 0.668872 -2.869327 
4.504982 0.669032 -2.869936 
4.505247 0.669137 -2.870407 
4.505328 0.669187 -2.870729 
4.505248 0.669179 -2.870899 
4.505044 0.669116 -2.870925 
4.504768 0.669000 -2.870823 
4.504482 0.668835 -2.870619 
4.504252 0.668626 -2.870344 
4.504144 0.668381 -2.870034 
4.504222 0.668108 -2.869728 
4.504535 0.667817 -2.869463 
4.505122 0.667519 -2.869274 
4.506002 0.667225 -2.869193 
4.507176 0.666947 -2.869241 
4.508623 0.666695 -2.869436 
4.510304 0.666480 -2.869784 
4.512162 0.666310 -2.870284 
4.514123 0.666195 -2.870927 
4.516103 0.666140 -2.871693 
4.518010 0.666148 -2.872560 
4.519749 0.666222 -2.873499 
4.521228 0.666362 -2.874479 
4.522362 0.666566 -2.875472 
4.523077 0.666829 -2.876450 
4.523318 0.667147 -2.877389 
4.523046 0.667513 -2.878277 
4.522250 0.667921 -2.879105 
4.520936 0.668363 -2.879878 
4.519140 0.668834 -2.880608 
4.516916 0.669328 -2.881317 
4.514337 0.669840 -2.882033 
4.511492 0.670367 -2.882792 
4.508477 0.670907 -2.883630 
4.505394 0.671460 -2.884583 
4.502342 0.672025 -2.885685 
4.499415 0.672603 -2.886962 
4.496695 0.673194 -2.888436 
4.494251 0.673798 -2.890116 
4.492136 0.674413 -2.892002 
4.490383 0.675039 -2.894084 
4.489007 0.675669 -2.896342 
4.488004 0.676300 -2.898745 
4.487354 0.676924 -2.901256 
4.487022 0.677531 -2.903832 
